age_decile,slvh,dlv,composite,no_finding
0-20,,,,0.9354838709677419
20-40,0.0,0.7619047619047619,0.23529411764705882,0.9465811965811965
40-60,0.0273972602739726,0.2459016393442623,0.056,0.9453924914675768
60-80,0.07534246575342465,0.5254237288135594,0.07216494845360824,0.9635782747603834
80+,0.04477611940298507,0.3684210526315789,0.03125,0.9326923076923077
