age_decile,slvh,dlv,composite,no_finding
0-20,,,,1.0
20-40,0.0,1.0,0.0,0.9789473684210527
40-60,0.20304568527918782,0.6495726495726496,0.04119850187265917,0.9736147757255936
60-80,0.13392857142857142,0.7878787878787878,0.028735632183908046,0.9804951237809453
80+,0.375,0.8823529411764706,0.06666666666666667,0.952076677316294
