age_decile,slvh,dlv,composite,no_finding
0-20,,,,1.0
20-40,0.15384615384615385,0.0,0.07692307692307693,0.9859154929577465
40-60,0.08759124087591241,0.0,0.07211538461538461,0.9610091743119266
60-80,0.09375,0.0,0.06770833333333333,0.9668304668304668
80+,0.07352941176470588,0.0,0.07954545454545454,0.9683377308707124
